instances;name;agentes;status_1;vars_makespan_1;clauses_makespan_1;cost_makespan_1;time_makespan_1;vars_soc_1;clauses_soc_1;cost_soc_1;time_soc_1;status_2;vars_makespan_2;clauses_makespan_2;cost_makespan_2;time_makespan_2;vars_soc_2;clauses_soc_2;cost_soc_2;time_soc_2;status_3;vars_makespan_3;clauses_makespan_3;cost_makespan_3;time_makespan_3;vars_soc_3;clauses_soc_3;cost_soc_3;time_soc_3;status_4;vars_makespan_4;clauses_makespan_4;cost_makespan_4;time_makespan_4;vars_soc_4;clauses_soc_4;cost_soc_4;time_soc_4;status_5;vars_makespan_5;clauses_makespan_5;cost_makespan_5;time_makespan_5;vars_soc_5;clauses_soc_5;cost_soc_5;time_soc_5
124;9x21_left2_right2-6-4;6;0;10449;30783;139;0.02;11532;36323;139;0.03;0;10449;30783;139;0.02;11532;36323;139;0.02;0;10869;31415;139;0.02;12220;37314;139;0.03;0;9524;1094;139;0.064698935;13314;1778;139;0.100302219;0;;;;;;;141;0.041
125;9x21_left2_right2-6-5;6;0;11489;36099;140;0.02;11489;36099;140;0.02;0;11489;36099;140;0.02;11489;36099;140;0.02;0;12183;37003;140;0.01;12183;37003;140;0.01;1;12789;2054;140;0.057962418;-1;-1;140;600;0;;;;;;;141;0.005
126;9x21_left2_right2-6-6;6;0;9073;24753;134;0.02;9996;29192;134;0.03;0;9073;24753;134;0.02;9996;29192;134;0.02;0;9280;25047;134;0.02;10402;29768;134;0.02;0;5744;646;134;0.023637533;8770;1066;134;0.048994303;0;;;;;;;138;0.092
127;9x21_left2_right2-6-7;6;0;10805;32918;135;0.01;10805;32918;135;0.01;0;10805;32918;135;0.01;10805;32918;135;0.01;0;11366;33786;135;0.02;11366;33786;135;0.02;1;11388;1343;135;0.051943302;-1;-1;135;600;0;;;;;;;137;0.021
128;9x21_left2_right2-6-8;6;0;8569;23027;127;0.02;11131;35358;127;0.03;0;8569;23027;127;0.02;11131;35358;127;0.03;0;8680;23247;127;0.02;11752;36315;127;0.03;0;5073;380;127;0.024801731;13128;1734;127;0.078264236;0;;;;;;;129;0.066
129;9x21_left2_right2-6-9;6;0;9692;27364;141;0.02;14155;50757;141;0.04;0;9692;27364;141;0.03;14155;50757;141;0.04;0;9944;27780;141;0.03;15653;52628;141;0.04;0;7386;707;141;0.0339396;22844;4159;141;0.128765106;0;;;;;;;142;0.11
130;9x21_left2_right2-8-0;8;0;13739;49136;186;0.03;16683;66560;186;0.04;0;13739;49136;186;0.04;16683;66560;186;0.05;0;15467;51214;186;0.03;19816;69811;186;0.05;0;22537;4010;186;0.087112665;33277;6981;186;0.204514503;0;;;;;;;196;2.225
131;9x21_left2_right2-8-1;8;0;10539;32399;178;0.03;14418;53714;178;0.04;0;10539;32399;178;0.03;14418;53714;178;0.04;0;11107;33376;178;0.04;16478;56122;178;0.05;0;12213;1207;178;0.053836346;25869;4758;178;0.15083313;0;;;;;;;183;0.371
132;9x21_left2_right2-8-2;8;0;11198;35156;188;0.04;18344;77011;188;0.06;0;11198;35156;188;0.04;18344;77011;188;0.05;0;11980;36210;188;0.05;22351;80840;188;0.07;0;13324;1918;188;0.055788279;39362;8956;188;0.226186275;0;;;;;;;190;0.353
133;9x21_left2_right2-8-3;8;0;11520;37492;184;0.03;14389;53586;184;0.03;0;11520;37492;184;0.03;14389;53586;184;0.04;0;12394;38714;184;0.03;16387;55918;184;0.04;0;15241;1977;184;0.071590185;25733;4748;184;0.169525862;0;;;;;;;188;0.232
134;9x21_left2_right2-8-4;8;0;11508;37385;186;0.04;17356;71666;186;0.05;0;11508;37385;186;0.05;17356;71666;186;0.06;0;12504;38597;186;0.05;20961;75104;186;0.06;0;14737;2376;186;0.110575438;36087;8217;186;0.278990984;0;;;;;;;195;4.536
135;9x21_left2_right2-8-5;8;0;12388;41990;188;0.04;16857;67579;188;0.05;0;12388;41990;188;0.04;16857;67579;188;0.04;0;13427;43402;188;0.03;19882;70782;188;0.05;0;17992;2611;188;0.093792677;34295;7057;188;0.225864172;0;;;;;;;193;1.135
136;9x21_left2_right2-8-6;8;0;12499;42201;184;0.02;12499;42201;184;0.02;0;12499;42201;184;0.02;12499;42201;184;0.02;0;13740;43648;184;0.02;13740;43648;184;0.02;1;17757;3152;184;0.061466217;-1;-1;184;600;0;;;;;;;186;0.015
137;9x21_left2_right2-8-7;8;0;14054;51354;186;0.04;18576;78790;186;0.06;0;14054;51354;186;0.05;18576;78790;186;0.06;0;15883;53412;186;0.05;22719;82599;186;0.07;0;23796;4610;186;0.100575686;40172;9537;186;0.234524965;0;;;;;;;191;0.615
138;9x21_left2_right2-8-8;8;0;10462;31870;187;0.04;25242;122844;186;0.07;0;10462;31870;187;0.05;25242;122844;186;0.08;0;11151;32790;187;0.05;33697;129655;186;0.08;0;11250;1471;187;0.060003281;65969;16099;186;0.557639122;0;;;;;;;192;4.82
139;9x21_left2_right2-8-9;8;0;12997;45928;181;0.05;18676;80238;181;0.06;0;12997;45928;181;0.04;18676;80238;181;0.06;0;14551;47577;181;0.05;23041;84022;181;0.07;0;19969;4077;181;0.089838982;40440;9842;181;0.244165897;0;;;;;;;183;0.219
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600
