instances;name;agentes;status_1;vars_makespan_1;clauses_makespan_1;cost_makespan_1;time_makespan_1;vars_soc_1;clauses_soc_1;cost_soc_1;time_soc_1;status_2;vars_makespan_2;clauses_makespan_2;cost_makespan_2;time_makespan_2;vars_soc_2;clauses_soc_2;cost_soc_2;time_soc_2;status_3;vars_makespan_3;clauses_makespan_3;cost_makespan_3;time_makespan_3;vars_soc_3;clauses_soc_3;cost_soc_3;time_soc_3;status_4;vars_makespan_4;clauses_makespan_4;cost_makespan_4;time_makespan_4;vars_soc_4;clauses_soc_4;cost_soc_4;time_soc_4;status_5;vars_makespan_5;clauses_makespan_5;cost_makespan_5;time_makespan_5;vars_soc_5;clauses_soc_5;cost_soc_5;time_soc_5
83;Instance-20-10-36-3_enc1;36;0;138281;1115063;498;0.78;150384;1251068;498;0.98;0;138281;1115063;498;0.82;150384;1251068;498;1.03;0;233563;1094316;498;0.62;259705;1222217;498;1.21;0;455117;93714;498;2.484586477;507857;103773;498;4.237392902;0;;;;;;;507;23.35
84;Instance-20-10-36-4_enc1;36;0;103164;719548;468;0.63;134750;1049448;468;0.98;0;103164;719548;468;0.68;134750;1049448;468;0.92;0;157726;722978;468;0.4;222536;1037686;468;1.06;0;302488;65727;468;2.202836037;433437;91315;468;4.075217247;0;;;;;;;474;11.493
85;Instance-20-10-36-5_enc1;36;0;109975;779678;495;0.84;207203;1865610;495;1.35;0;109975;779678;495;0.87;207203;1865610;495;1.27;0;171090;780289;495;0.46;381517;1800832;495;1.5;0;329082;71146;495;2.104749441;752649;151117;495;5.770772696;0;;;;;;;504;95.216
86;Instance-20-10-36-6_enc1;36;0;95249;655042;467;0.86;216522;2016968;467;3.23;0;95249;655042;467;0.85;216522;2016968;467;1.46;0;144269;656988;467;0.42;406671;1936335;467;3.03;0;274269;58773;467;2.746032476;803996;158837;467;16.29770851;0;;;;;;;477;433.354
87;Instance-20-10-36-7_enc1;36;0;219392;2069724;475;1.89;294552;3008535;475;2.95;0;219392;2069724;475;1.84;294552;3008535;475;2.53;0;414696;1985188;475;1.31;589441;2845163;475;3.73;0;818989;161602;475;5.711380005;1169700;226146;475;10.17381954;0;;;;;;;485;67.61
88;Instance-20-10-36-8_enc1;36;0;101144;707328;494;0.69;133791;1046474;494;0.91;0;101144;707328;494;0.7;133791;1046474;494;0.9;0;155233;707594;494;0.37;222172;1030984;494;0.89;0;297621;62784;494;2.536969185;433564;90293;494;3.683341503;0;;;;;;;504;65.971
89;Instance-20-10-36-9_enc1;36;0;131664;1008982;529;1.2;314131;3215997;529;1.79;0;131664;1008982;529;1.22;314131;3215997;529;1.95;0;215666;998599;529;0.56;631077;3029340;529;2.06;0;420448;88801;529;2.920004129;1253813;242108;529;11.67584085;0;;;;;;;537;386.764
90;Instance-20-10-38-0_enc1;38;0;160130;1368319;452;0.56;160130;1368319;452;0.56;0;160130;1368319;452;0.59;160130;1368319;452;0.59;0;283706;1332681;452;0.62;283706;1332681;452;0.62;0;556920;112852;452;3.131813765;556920;112852;452;3.131813765;0;;;;;;;463;20.231
91;Instance-20-10-38-1_enc1;38;0;87526;573659;522;0.53;118894;891635;522;0.67;0;87526;573659;522;0.51;118894;891635;522;0.67;0;128859;579945;522;0.29;192116;885279;522;0.73;0;245689;52964;522;1.753988028;374322;78920;522;2.741712332;0;;;;;;;530;27.205
92;Instance-20-10-38-2_enc1;38;0;123661;971747;504;0.82;147811;1242095;504;1.05;0;123661;971747;504;0.83;147811;1242095;504;1.05;0;204848;957336;504;0.55;256987;1212234;504;1.17;0;399049;82233;504;2.556437016;503991;102145;504;3.876999378;0;;;;;;;510;10.319
93;Instance-20-10-38-3_enc1;38;0;116343;867909;544;0.81;152833;1269518;544;1.06;0;116343;867909;544;0.76;152833;1269518;544;1.01;0;187225;860573;544;0.51;265394;1239257;544;1.16;0;363418;75504;544;2.750671387;521188;105777;544;4.609218836;0;;;;;;;556;313.678
94;Instance-20-10-38-4_enc1;38;0;166470;1433858;536;1.91;299397;3079140;536;4.3;0;166470;1433858;536;1.95;299397;3079140;536;3.01;0;295921;1392472;536;1.11;602980;2895820;536;4.32;0;581062;117647;536;4.789301157;1197202;230257;536;14.21875548;3;;;;;;;-1;600
95;Instance-20-10-38-5_enc1;38;0;153461;1288659;510;1.91;428347;4764144;510;3.48;0;153461;1288659;510;2.08;428347;4764144;510;4;0;267335;1257641;510;1.13;908776;4406204;510;4.46;0;523740;106255;510;6.591291189;1810389;340539;510;50.48126483;3;;;;;;;-1;600
96;Instance-20-10-38-6_enc1;38;0;212441;1952547;500;1.93;287387;2885270;500;2.38;0;212441;1952547;500;1.97;287387;2885270;500;2.57;0;394950;1880359;500;0.97;568722;2732149;500;2.33;0;780405;155959;500;4.280084848;1129161;219282;500;8.963167429;0;;;;;;;506;12.587
97;Instance-20-10-38-7_enc1;38;0;151263;1249768;504;1.43;247772;2404893;504;2.42;0;151263;1249768;504;1.42;247772;2404893;504;2.02;0;260384;1222916;504;0.9;478555;2290288;504;2.61;0;510167;105376;504;3.629012823;948064;185758;504;7.605745316;0;;;;;;;517;406.049
98;Instance-20-10-38-8_enc1;38;0;192347;1735134;538;1.88;316365;3297539;538;3.85;0;192347;1735134;538;1.79;316365;3297539;538;2.57;0;352959;1674371;538;1.78;642873;3097657;538;4.41;0;696464;139296;538;6.757599831;1277748;245325;538;13.07047963;3;;;;;;;-1;600
99;Instance-20-10-38-9_enc1;38;0;112622;817635;543;0.46;112622;817635;543;0.46;0;112622;817635;543;0.4;112622;817635;543;0.4;0;177889;814193;543;0.43;177889;814193;543;0.43;0;343852;72516;543;1.986245871;343852;72516;543;1.986245871;0;;;;;;;548;3.614
100;Instance-20-10-40-0_enc1;40;0;80399;531954;457;1.43;419030;4706810;443;5.68;0;80399;531954;457;1.35;419030;4706810;443;3.1;0;118996;536930;457;0.41;894718;4333528;443;8.01;0;225796;48732;457;1.764463186;1783050;334976;443;18.13526917;0;;;;;;;454;257.379
101;Instance-20-10-40-1_enc1;40;0;131511;1039918;561;1.07;228239;2185266;561;1.49;0;131511;1039918;561;1.09;228239;2185266;561;1.61;0;220614;1021676;561;0.61;437642;2081132;561;1.71;0;429480;88643;561;3.042294264;866170;169353;561;9.538651705;0;;;;;;;574;573.919
102;Instance-20-10-40-2_enc1;40;0;144213;1177672;528;1.35;275021;2776035;528;1.98;0;144213;1177672;528;1.33;275021;2776035;528;2.01;0;247428;1152814;528;0.78;547170;2618798;528;2.23;0;484124;99041;528;3.56726408;1085468;209241;528;10.32039142;0;;;;;;;540;384.696
103;Instance-20-10-40-3_enc1;40;0;178008;1561985;572;1.49;301590;3115377;572;2.36;0;178008;1561985;572;1.57;301590;3115377;572;2.32;0;319730;1514560;572;0.94;606934;2929041;572;2.91;0;629734;126400;572;6.119816065;1205796;230672;572;9.629423618;3;;;;;;;-1;600
104;Instance-20-10-40-4_enc1;40;0;132306;1045591;524;1.2;257496;2550698;524;1.75;0;132306;1045591;524;1.28;257496;2550698;524;1.93;0;221728;1028883;524;0.79;505735;2415705;524;2.13;0;433164;89880;524;2.75315094;1003586;194478;524;10.73645663;0;;;;;;;533;144.732
105;Instance-20-10-40-5_enc1;40;0;132718;1047156;554;0.99;226909;2157809;554;1.37;0;132718;1047156;554;1.06;226909;2157809;554;1.56;0;222332;1031005;554;0.61;434212;2062901;554;1.64;0;434944;89936;554;3.036621332;860570;168587;554;6.466816425;0;;;;;;;565;138.07
106;Instance-20-10-40-6_enc1;40;0;105051;781410;481;0.75;177685;1597327;481;1.15;0;105051;781410;481;0.76;177685;1597327;481;1.12;0;168900;773369;481;0.43;326750;1539024;481;1.38;0;325121;67210;481;1.902598381;643957;127409;481;5.071891308;0;;;;;;;486;15.159
107;Instance-20-10-40-7_enc1;40;0;144474;1181324;569;1.25;214436;2009393;569;1.76;0;144474;1181324;569;1.32;214436;2009393;569;1.76;0;248786;1154943;569;0.71;406375;1920920;569;1.89;0;488153;99661;569;3.62238884;805227;158037;569;7.324049473;0;;;;;;;582;200.548
108;Instance-20-10-40-8_enc1;40;0;150361;1222519;551;1.37;279091;2785201;548;2.16;0;150361;1222519;551;1.5;279091;2785201;548;2.18;0;257388;1197995;551;0.77;552059;2634564;548;2.51;0;505692;104515;551;4.01897788;1097078;212171;548;8.93998313;0;;;;;;;555;42.504
109;Instance-20-10-40-9_enc1;40;0;136669;1109615;481;1;202123;1877553;481;1.35;0;136669;1109615;481;1.02;202123;1877553;481;1.46;0;232978;1087999;481;0.68;378553;1798337;481;1.78;0;455527;93541;481;3.234161615;748018;147302;481;7.000088692;0;;;;;;;494;184.864
110;Instance-20-10-42-0_enc1;42;0;159091;1359843;618;2.99;591726;7057444;618;9.21;0;159091;1359843;618;2.82;591726;7057444;618;7.29;0;281891;1320344;618;2.2;1317303;6392334;618;12.93;0;553933;111354;618;8.138757467;2631413;487228;618;36.44935703;3;;;;;;;-1;600
111;Instance-20-10-42-1_enc1;42;0;199426;1815771;579;2.02;346295;3695620;579;2.89;0;199426;1815771;579;1.83;346295;3695620;579;2.75;0;370518;1745756;579;1.17;717795;3440538;579;3.05;0;733613;145162;579;6.265431643;1429944;270557;579;13.09101558;0;;;;;;;592;578.985
112;Instance-20-10-42-2_enc1;42;0;179005;1560542;664;3.32;563530;6640365;664;21.36;0;179005;1560542;664;3.13;563530;6640365;664;10.68;0;322162;1514448;664;2.23;1244167;6033339;664;25.98;0;636167;127064;664;9.855596781;2485207;456678;664;96.26413965;3;;;;;;;-1;600
113;Instance-20-10-42-3_enc1;42;0;154823;1347727;502;1.21;196635;1849068;502;1.76;0;154823;1347727;502;1.1;196635;1849068;502;1.45;0;276898;1304815;502;0.87;370886;1764596;502;2;0;543594;107805;502;3.182130814;732992;142567;502;5.971771479;0;;;;;;;512;93.383
114;Instance-20-10-42-4_enc1;42;0;224845;2122305;546;2.06;338219;3579399;546;3.01;0;224845;2122305;546;1.91;338219;3579399;546;2.82;0;426988;2030299;546;1.31;694931;3345032;546;3.25;0;845963;166168;546;6.134796619;1383303;263352;546;12.63289595;0;;;;;;;557;231.735
115;Instance-20-10-42-5_enc1;42;0;118101;913157;530;1.07;211839;2011303;530;1.87;0;118101;913157;530;0.99;211839;2011303;530;1.56;0;195046;901079;530;0.66;404437;1918827;530;2.27;0;380171;78707;530;2.789228678;801196;155999;530;6.932407379;0;;;;;;;542;207.228
116;Instance-20-10-42-6_enc1;42;0;200506;1843060;632;2.14;367931;4000656;632;3.28;0;200506;1843060;632;2.03;367931;4000656;632;3.09;0;374610;1767882;632;1.32;771861;3705950;632;4.1;0;742234;146321;632;5.050918102;1539287;289827;632;19.65422201;3;;;;;;;-1;600
117;Instance-20-10-42-7_enc1;42;0;187928;1747081;546;2.97;410132;4662525;546;5.97;0;187928;1747081;546;2.74;410132;4662525;546;4.49;0;352479;1672735;546;1.89;881781;4275978;546;8.66;0;695704;135195;546;13.35775661;1757443;326998;546;23.83351159;3;;;;;;;-1;600
118;Instance-20-10-42-8_enc1;42;0;95391;668787;521;0.85;167579;1473408;521;1.23;0;95391;668787;521;0.69;167579;1473408;521;1.04;0;146945;669475;521;0.41;302369;1425601;521;1.36;0;282764;60102;521;2.320792437;595813;118985;521;5.169674397;3;;;;;;;-1;600
119;Instance-20-10-42-9_enc1;42;0;192568;1763520;539;3.24;391678;4351814;539;5.42;0;192568;1763520;539;3.07;391678;4351814;539;4.39;0;356929;1696837;539;1.39;829544;4022528;539;5.35;0;705361;139117;539;6.794908524;1653128;309141;539;16.9022007;3;;;;;;;-1;600
120;Instance-20-10-44-0_enc1;44;0;138476;1124649;617;1.69;327195;3498682;617;3.78;0;138476;1124649;617;1.61;327195;3498682;617;2.88;0;236304;1102354;617;0.88;676672;3259283;617;4.87;0;463966;95157;617;7.605473757;1347383;254458;617;24.93823195;3;;;;;;;-1;600
121;Instance-20-10-44-1_enc1;44;0;130907;1016214;663;1.11;217476;2046049;663;1.55;0;130907;1016214;663;1.09;217476;2046049;663;1.55;0;216755;1002863;663;0.71;412566;1956592;663;1.82;0;426085;88754;663;4.656614542;819237;160193;663;14.00685811;3;;;;;;;-1;600
122;Instance-20-10-44-2_enc1;44;0;139933;1145660;600;2.14;444197;5083277;600;5.93;0;139933;1145660;600;2.02;444197;5083277;600;4.28;0;241332;1119250;600;0.97;964631;4647843;600;6.04;0;474213;95820;600;5.015389442;1925669;357887;600;29.10990596;3;;;;;;;-1;600
123;Instance-20-10-44-3_enc1;44;0;224655;2148954;611;2.25;381999;4209440;611;3.12;0;224655;2148954;611;2.4;381999;4209440;611;3.49;0;432877;2041964;611;1.51;810514;3881959;611;3.79;0;859682;166217;611;5.263908386;1617252;302206;611;13.05844808;3;;;;;;;-1;600
124;Instance-20-10-44-4_enc1;44;0;146757;1190914;635;1.06;187693;1668519;635;1.72;0;146757;1190914;635;1.22;187693;1668519;635;1.61;0;251552;1168358;635;0.81;343307;1612471;635;1.85;0;496191;102032;635;2.968896151;680434;135594;635;6.358108759;0;;;;;;;648;401.255
125;Instance-20-10-44-5_enc1;44;0;188808;1691809;638;1.69;268503;2696626;638;2.84;0;188808;1691809;638;1.71;268503;2696626;638;2.26;0;347160;1631927;638;1.03;533604;2542501;638;2.63;0;686929;135841;638;4.530042887;1060894;203066;638;8.941141129;3;;;;;;;-1;600
126;Instance-20-10-44-6_enc1;44;0;99478;701278;636;0.7;135194;1086565;636;0.93;0;99478;701278;636;0.7;135194;1086565;636;0.93;0;154326;699763;636;0.4;229861;1065176;636;1.01;0;296538;61884;636;1.929816246;449831;91090;636;4.022054195;3;;;;;;;-1;600
127;Instance-20-10-44-7_enc1;44;0;199921;1817299;674;1.69;281673;2851877;674;2.3;0;199921;1817299;674;1.74;281673;2851877;674;2.43;0;371754;1746128;674;1.11;564392;2683037;674;2.68;0;737191;145147;674;6.820610523;1123699;214255;674;9.825632095;3;;;;;;;-1;600
128;Instance-20-10-44-8_enc1;44;0;193928;1788587;581;3.01;418482;4737848;581;6.1;0;193928;1788587;581;2.99;418482;4737848;581;4.92;0;361868;1714581;581;1.46;898574;4347460;581;5.95;0;716174;139785;581;7.047011375;1792569;331186;581;22.75371861;3;;;;;;;-1;600
129;Instance-20-10-44-9_enc1;44;0;136102;1130775;554;2.82;513668;6096198;554;32.55;0;136102;1130775;554;2.88;513668;6096198;554;11.23;0;236163;1103254;554;2.03;1138588;5533987;554;27.29;0;462969;93046;554;5.470295191;2272615;417682;554;37.40101767;3;;;;;;;-1;600
130;Instance-20-10-46-0_enc1;46;0;254775;2534051;659;8.63;642949;7823366;659;50.46;0;254775;2534051;659;8.47;642949;7823366;659;17.98;0;504257;2391105;659;6.88;1456544;7045273;659;50.21;0;1002145;191250;659;16.70747519;2912414;532538;659;540.0295606;3;;;;;;;-1;600
131;Instance-20-10-46-1_enc1;46;0;248125;2471167;630;2.59;431926;4935995;630;3.56;0;248125;2471167;630;2.69;431926;4935995;630;4.07;0;490312;2333236;630;1.66;936351;4517654;630;4.41;0;974669;185685;630;8.345085859;1869120;344258;630;21.09654689;3;;;;;;;-1;600
132;Instance-20-10-46-2_enc1;46;0;150484;1258078;687;1.56;316401;3355574;687;2.63;0;150484;1258078;687;1.74;316401;3355574;687;2.71;0;264655;1224921;687;1.25;655476;3119859;687;3.49;0;521819;104049;687;4.30776453;1306533;244264;687;13.07980609;3;;;;;;;-1;600
133;Instance-20-10-46-3_enc1;46;0;138264;1117483;646;1.08;180359;1610732;646;1.49;0;138264;1117483;646;1.14;180359;1610732;646;1.5;0;235833;1095928;646;0.66;330255;1554539;646;1.83;0;463623;94591;646;2.760836601;653508;128995;646;6.252241373;3;;;;;;;-1;600
134;Instance-20-10-46-4_enc1;46;0;228786;2232706;685;10.32;531584;6329286;685;50.17;0;228786;2232706;685;10.66;531584;6329286;685;23.04;0;444592;2119168;685;7.41;1182036;5739082;685;49.36;1;882068;169150;685;22.61655116;-1;-1;685;600;3;;;;;;;-1;600
135;Instance-20-10-46-5_enc1;46;0;160738;1362629;675;2.89;457483;5257459;675;9.4;0;160738;1362629;675;2.94;457483;5257459;675;5.4;0;283454;1327612;675;1.72;994168;4809559;675;10.08;0;559830;112602;675;6.014569283;1984955;366719;675;239.0060339;3;;;;;;;-1;600
136;Instance-20-10-46-6_enc1;46;0;218062;2088513;619;3.01;494709;5797713;619;9.52;0;218062;2088513;619;3.09;494709;5797713;619;5.72;0;420201;1987334;619;2.65;1092561;5273217;619;12.26;0;834209;160976;619;8.755523682;2182607;402604;619;26.08699703;3;;;;;;;-1;600
137;Instance-20-10-46-7_enc1;46;0;226933;2200018;653;5.69;505177;5941894;653;22.17;0;226933;2200018;653;5.58;505177;5941894;653;9.59;0;439093;2090662;653;4.64;1115142;5404337;653;30.94;0;871536;167986;653;13.12118101;2227133;408314;653;28.18900514;3;;;;;;;-1;600
138;Instance-20-10-46-8_enc1;46;0;216946;2080231;575;2.65;412857;4676285;575;4.5;0;216946;2080231;575;2.49;412857;4676285;575;3.88;0;417047;1980923;575;1.42;889172;4295949;575;4.69;0;827453;159936;575;6.135554314;1774160;329615;575;15.77803087;3;;;;;;;-1;600
139;Instance-20-10-46-9_enc1;46;0;131204;1054739;624;1.32;249040;2491887;624;2.56;0;131204;1054739;624;1.27;249040;2491887;624;1.96;0;223349;1035326;624;0.7;493384;2349485;624;3;0;437737;88617;624;3.545954943;980246;186180;624;14.83628941;3;;;;;;;-1;600
140;Instance-20-10-48-0_enc1;48;0;169881;1501493;717;3.94;798027;10078806;700;14.46;0;169881;1501493;717;4.05;798027;10078806;700;9.02;0;308709;1450521;717;1.46;1852609;9016722;700;19.58;1;610939;120124;717;8.888510942;-1;-1;717;600;3;;;;;;;-1;600
141;Instance-20-10-48-1_enc1;48;0;242089;2424579;648;6.01;530658;6368098;648;9;0;242089;2424579;648;4.8;530658;6368098;648;7.13;0;478353;2289523;648;2.11;1184951;5768973;648;7.03;1;950551;181382;648;7.670773745;-1;-1;648;600;3;;;;;;;-1;600
142;Instance-20-10-48-2_enc1;48;0;172738;1542450;680;2.25;366891;4083792;680;10.03;0;172738;1542450;680;2.04;366891;4083792;680;3.75;0;315772;1486746;680;1.36;780846;3766018;680;14.17;0;624288;122647;680;11.98045897;1556952;287778;680;36.48898029;3;;;;;;;-1;600
143;Instance-20-10-48-3_enc1;48;0;215467;2056913;673;2.11;302546;3187712;673;3.1;0;215467;2056913;673;1.93;302546;3187712;673;2.64;0;412408;1958909;673;1.19;620284;2976533;673;3.17;0;817720;158448;673;4.778503418;1234554;232630;673;10.58994389;3;;;;;;;-1;600
144;Instance-20-10-48-4_enc1;48;0;178047;1610421;638;2.39;408307;4655712;638;4.35;0;178047;1610421;638;2.22;408307;4655712;638;3.66;0;328114;1550696;638;1.03;881529;4269835;638;4.04;0;649519;128022;638;6.149740934;1758968;325951;638;16.2256403;3;;;;;;;-1;600
145;Instance-20-10-48-5_enc1;48;0;240302;2394307;691;4.59;491672;5821073;691;14.17;0;240302;2394307;691;4.51;491672;5821073;691;7.45;0;473701;2263074;691;1.98;1088832;5292675;691;12.15;0;941162;179697;691;9.250908613;2174570;399422;691;41.93888569;3;;;;;;;-1;600
146;Instance-20-10-48-6_enc1;48;0;215949;2079781;699;3.26;460968;5379046;699;5.26;0;215949;2079781;699;2.93;460968;5379046;699;4.67;0;415535;1978256;699;3.04;1011107;4900412;699;6.8;0;824769;158429;699;7.197010994;2019262;369695;699;40.52491236;3;;;;;;;-1;600
147;Instance-20-10-48-7_enc1;48;0;177141;1613893;647;2.28;373232;4188203;647;6.79;0;177141;1613893;647;2.07;373232;4188203;647;3.49;0;329010;1549477;647;1.13;798644;3849585;647;5.65;0;650128;126265;647;4.8056283;1592810;294076;647;13.69556379;3;;;;;;;-1;600
148;Instance-20-10-48-8_enc1;48;0;238084;2375701;650;3.23;424661;4887813;650;5.49;0;238084;2375701;650;3.03;424661;4887813;650;4.5;0;469127;2243673;650;1.97;922699;4470756;650;6.25;0;931909;176371;650;8.026949644;1841563;336068;650;19.29355645;0;;;;;;;661;531.752
149;Instance-20-10-48-9_enc1;48;0;153087;1286838;749;4.47;799134;10098816;743;30.3;0;153087;1286838;749;3.85;799134;10098816;743;12.82;0;268933;1253580;749;1.65;1855268;9042366;743;32.91;1;530809;106078;749;6.536873102;-1;-1;749;600;3;;;;;;;-1;600
150;Instance-20-10-50-0_enc1;50;0;177812;1603790;687;2.79;502006;5973032;687;9.3;0;177812;1603790;687;2.75;502006;5973032;687;5.56;0;328620;1542009;687;1.47;1120186;5411211;687;8.43;0;651109;127460;687;11.33514094;2238092;408486;687;70.73419976;3;;;;;;;-1;600
151;Instance-20-10-50-1_enc1;50;0;143598;1240196;651;1.64;312407;3417212;651;2.7;0;143598;1240196;651;1.61;312407;3417212;651;2.51;0;255205;1201143;651;0.86;654396;3162019;651;3.14;0;502504;98312;651;3.247498035;1303500;240322;651;12.15726876;3;;;;;;;-1;600
152;Instance-20-10-50-2_enc1;50;0;303693;3270235;768;4.93;534940;6497780;768;12.68;0;303693;3270235;768;4.98;534940;6497780;768;10.86;0;630070;3037311;768;4.55;1204482;5875119;768;18.9;0;1254492;233166;768;19.96153808;2406239;438198;768;66.49392509;3;;;;;;;-1;600
153;Instance-20-10-50-3_enc1;50;0;194993;1824092;682;2.67;441738;5141391;682;5.49;0;194993;1824092;682;2.57;441738;5141391;682;4.35;0;368252;1742381;682;1.3;969007;4689210;682;6.2;0;730761;141090;682;8.540019751;1935187;353632;682;43.65588307;3;;;;;;;-1;600
154;Instance-20-10-50-4_enc1;50;0;109365;791073;827;5.32;859894;11025136;822;303.35;0;109365;791073;827;5.09;859894;11025136;822;297.63;0;172493;788751;827;2.51;2014544;9856459;822;583.6;1;334706;69943;827;17.99604726;-1;-1;827;600;3;;;;;;;-1;600
155;Instance-20-10-50-5_enc1;50;0;164002;1449375;724;2.7;564912;6854079;724;8.41;0;164002;1449375;724;2.8;564912;6854079;724;7.18;0;298496;1399891;724;1.48;1277371;6182677;724;11.52;0;591303;116182;724;5.560501099;2554376;465080;724;59.39558935;3;;;;;;;-1;600
156;Instance-20-10-50-6_enc1;50;0;230676;2294197;748;3.75;556894;6781764;748;15.65;0;230676;2294197;748;3.93;556894;6781764;748;7.51;0;454863;2165876;748;2.76;1261518;6121722;748;15.96;0;904014;170528;748;9.491782188;2521830;455585;748;43.82546496;3;;;;;;;-1;600
157;Instance-20-10-50-7_enc1;50;0;187777;1745612;550;7.22;826810;10547837;550;66.21;0;187777;1745612;550;7.59;826810;10547837;550;26.34;0;354155;1669759;550;7.22;1935058;9427758;550;74.71;0;702335;136833;550;11.7638247;3872536;703444;550;446.4388583;3;;;;;;;-1;600
158;Instance-20-10-50-8_enc1;50;0;179682;1634348;691;2.63;528311;6373130;691;9.61;0;179682;1634348;691;2.75;528311;6373130;691;7.19;0;332039;1571819;691;2.07;1185260;5770746;691;14.11;0;658026;128461;691;7.437849998;2368403;429409;691;30.68895006;3;;;;;;;-1;600
159;Instance-20-10-50-9_enc1;50;0;242319;2439019;732;5.15;740729;9363072;732;22.74;0;242319;2439019;732;5.51;740729;9363072;732;18.27;0;481441;2295775;732;5.14;1720868;8386722;732;29.89;0;956549;181014;732;33.9066298;3442050;625230;732;437.674561;3;;;;;;;-1;600
160;Instance-20-10-52-0_enc1;52;0;241004;2461788;729;5.59;1021314;13454724;719;22.46;0;241004;2461788;729;5.93;1021314;13454724;719;17.01;0;482016;2313836;729;3.77;2439942;11975537;719;37.16;1;958103;180424;729;18.96776271;-1;-1;729;600;3;;;;;;;-1;600
161;Instance-20-10-52-1_enc1;52;0;168132;1495710;734;2.44;434593;5060371;734;9.87;0;168132;1495710;734;2.66;434593;5060371;734;4.93;0;307444;1441030;734;2.83;955810;4613534;734;14.42;0;609194;119258;734;8.714301825;1909348;349711;734;36.75912952;3;;;;;;;-1;600
162;Instance-20-10-52-2_enc1;52;0;248838;2514863;712;13.51;850344;10926747;712;65.76;0;248838;2514863;712;14.03;850344;10926747;712;47.9;0;497357;2365455;712;44.05;2004182;9755192;712;97.4;0;989787;186231;712;47.37745047;4011802;719970;712;312.5282898;3;;;;;;;-1;600
163;Instance-20-10-52-3_enc1;52;0;254707;2631757;699;3.65;479293;5725228;699;13.41;0;254707;2631757;699;3.96;479293;5725228;699;6.41;0;514593;2466702;699;3.87;1070098;5193721;699;20.95;0;1023906;190673;699;16.49034739;2138063;385510;699;91.55578542;3;;;;;;;-1;600
164;Instance-20-10-52-4_enc1;52;0;144033;1248366;753;1.47;280407;3004466;753;3.13;0;144033;1248366;753;1.57;280407;3004466;753;2.45;0;256669;1209077;753;0.88;578835;2796643;753;4.14;0;505058;98768;753;4.467270374;1151855;213746;753;14.45242357;3;;;;;;;-1;600
165;Instance-20-10-52-5_enc1;52;0;193497;1851365;623;2.67;437898;5143601;623;7.69;0;193497;1851365;623;2.94;437898;5143601;623;5.2;0;371439;1760663;623;1.87;967273;4675237;623;9.91;0;737066;141230;623;8.930485249;1931592;352427;623;19.14512014;3;;;;;;;-1;600
166;Instance-20-10-52-6_enc1;52;0;207706;2027496;707;3.15;509058;6165178;707;12.66;0;207706;2027496;707;3.51;509058;6165178;707;6.5;0;403063;1920750;707;2.46;1145811;5576037;707;16.04;0;800143;151914;707;12.06060314;2289222;414060;707;237.8566697;3;;;;;;;-1;600
167;Instance-20-10-52-7_enc1;52;0;199389;1900176;779;3.6;415888;4832996;779;5.77;0;199389;1900176;779;3.88;415888;4832996;779;5.73;0;381029;1809316;779;1.98;909970;4409717;779;7.9;0;756313;144602;779;13.880018;1817052;332237;779;36.36762238;3;;;;;;;-1;600
168;Instance-20-10-52-8_enc1;52;0;200632;1908968;731;2.67;434025;5079048;731;20.02;0;200632;1908968;731;2.8;434025;5079048;731;5.46;0;382760;1820760;731;2.64;953358;4630851;731;14.13;0;759964;146289;731;11.70376086;1903639;348143;731;37.66870236;3;;;;;;;-1;600
169;Instance-20-10-52-9_enc1;52;0;211458;2098835;697;4.71;515097;6289912;697;13.14;0;211458;2098835;697;5.26;515097;6289912;697;8.19;0;413186;1985971;697;1.74;1162105;5685650;697;14.22;0;819929;154779;697;10.60541105;2321252;416936;697;47.63085198;3;;;;;;;-1;600
170;Instance-20-10-54-0_enc1;54;0;232408;2303533;810;10.18;550987;6712368;810;14.52;0;232408;2303533;810;10.77;550987;6712368;810;13.4;0;458550;2174810;810;6.74;1251029;6055051;810;13.77;0;912740;171792;810;15.06856322;2502177;450790;810;47.61094975;3;;;;;;;-1;600
171;Instance-20-10-54-1_enc1;54;0;190669;1786301;703;3.66;828943;10687711;702;9.2;0;190669;1786301;703;4.06;828943;10687711;702;9.15;0;361155;1704684;703;1.57;1958077;9545857;702;10.62;0;717586;138268;703;10.41224957;3919634;704053;702;552.5421965;3;;;;;;;-1;600
172;Instance-20-10-54-2_enc1;54;0;237326;2373963;743;7.31;873087;11296026;743;59.75;0;237326;2373963;743;7.89;873087;11296026;743;29.02;0;471290;2237448;743;6.89;2070887;10075170;743;94.11;1;938651;177282;743;12.60857964;-1;-1;743;600;3;;;;;;;-1;600
173;Instance-20-10-54-3_enc1;54;0;177178;1627869;743;7.51;655613;8265889;743;31.02;0;177178;1627869;743;7.85;655613;8265889;743;23.47;0;331046;1562717;743;8.46;1519944;7413064;743;32.83;0;656516;126709;743;17.99335122;3039955;547023;743;160.3593676;3;;;;;;;-1;600
174;Instance-20-10-54-4_enc1;54;0;197837;1894594;679;2.62;476098;5689989;679;5.58;0;197837;1894594;679;2.62;476098;5689989;679;4.51;0;380992;1800368;679;1.38;1066239;5155922;679;6.01;0;757405;144614;679;7.350106716;2131250;386858;679;47.33687615;3;;;;;;;-1;600
